PermitType,PermitNum,Description,StatusCurrent,AppliedDate,CompletedDate,Applicant,FromLUD,ProposedLUD,Address,LocationAddresses,LocationCount,Latitude,Longitude,multipoint
LU / OP / Closure (LOC),LOC2006-0130,Land Use Amendment - to accommodate ..RM-4,Approved,2006/11/09,2008/06/17,,,,1724 36 AV SW,1712 36 AV SW;1702 36 AV SW;1720 36 AV SW;1724 36 AV SW;1716 36 AV SW;1708 36 AV SW,6,51.02214960756137,-114.10122841823375,"MULTIPOINT ((-114.101228418234 51.022149607561), (-114.10077107468 51.022149948898), (-114.101710952723 51.022151391067), (-114.101923306835 51.022151206047), (-114.101445672813 51.022149446133), (-114.101011149399 51.022149768598))"
LU / OP / Closure (LOC),LOC2007-0005,Land Use Amendment - to accommodate 8 storey mixed use project,Approved,2007/01/17,2007/12/20,SOKOL DEVELOPMENTS INC..,,,14 4 ST NE,22 4 ST NE;14 4 ST NE;617 MEREDITH RD NE;615 MEREDITH RD NE;613 MEREDITH RD NE;611 MEREDITH RD NE,6,51.05173015241537,-114.05151184220504,"MULTIPOINT ((-114.051511842205 51.051730152415), (-114.051521033324 51.051516930111), (-114.050576807288 51.051799502934), (-114.050739784348 51.051795899338), (-114.050848439811 51.051797245527), (-114.051011428743 51.051791493004))"
LU / OP / Closure (LOC),LOC2007-0130,Land Use Amendment - to accommodate increase in density and height,Miscellaneous,2007/11/27,,,,,629 2 AV NE,629 2 AV NE;625 2 AV NE,2,51.054554857037765,-114.04987545561661,"MULTIPOINT ((-114.049875455617 51.054554857038), (-114.050092947658 51.05455484494))"
LU / OP / Closure (LOC),LOC2005-0077,Land Use Amendment - to accommodate .. SINGLE-DETACHED RESIDENTIAL DWELLINGS.,Approved,2005/08/05,2005/11/21,INTERPLAN STRATEGIES INC,,,7 ELMONT DR SW,7 ELMONT DR SW,1,51.028596460526394,-114.18914958417749,MULTIPOINT ((-114.189149584177 51.028596460526))
LU / OP / Closure (LOC),LOC2005-0081,Land Use Amendment,Approved,2005/08/11,2006/08/10,,,,412 23 AV NE,412 23 AV NE,1,51.073471484821404,-114.0554659845149,MULTIPOINT ((-114.055465984515 51.073471484821))
LU / OP / Closure (LOC),LOC2005-0083,Land Use Amendment - to accommodate commercial development,Approved,2005/08/15,2006/06/22,BROWN & ASSOCIATES PLANNING GROUP,,,3645 SAGE HILL DR NW,3645 SAGE HILL DR NW,1,51.17362568987527,-114.14135575400267,MULTIPOINT ((-114.141355754003 51.173625689875))
LU / OP / Closure (LOC),LOC2005-0086,Land Use Amendment and Outline Plan,Approved,2005/08/17,2006/03/01,BROWN & ASSOCIATES PLANNING GROUP,,,8616 14 AV SW,8616 14 AV SW,1,51.04530694420366,-114.21289850833647,MULTIPOINT ((-114.212898508336 51.045306944204))
LU / OP / Closure (LOC),LOC2005-0097,Land Use Amendment - to accommodate re-use of the existing heritage building,Approved,2005/09/15,2006/01/30,BKDI ARCHITECTS,,,1315 7 ST SW,1315 7 ST SW,1,51.04015438402081,-114.07936272550641,MULTIPOINT ((-114.079362725506 51.040154384021))
LU / OP / Closure (LOC),LOC2005-0100,Land Use Amendment and Outline Plan,Approved,2005/09/22,2006/06/22,KELLAM BERG ENGINEERING & SURVEYS LTD,,,6825 68 ST SE,6825 68 ST SE,1,50.99058294153337,-113.93536208385747,MULTIPOINT ((-113.935362083857 50.990582941533))
LU / OP / Closure (LOC),LOC2007-0011,"Land Use Amendment and Road Closure - to accommodate a special care facility (transitional housing), dwelling units and commercial.",Approved,2007/01/31,2007/10/22,NORR ARCHITECT PLANNERS,,,432 14 ST NW,434 14 ST NW;436 14 ST NW;432 14 ST NW;438 14 ST NW;440 14 ST NW;442 14 ST NW,6,51.05644066784206,-114.09452436428764,"MULTIPOINT ((-114.094524364288 51.056440667842), (-114.094524574442 51.056522869648), (-114.094524154116 51.056358457045), (-114.094524770351 51.056605080454), (-114.094524980506 51.056687282258), (-114.094485121061 51.056768941115))"
LU / OP / Closure (LOC),LOC2005-0119,Land Use Amendment - to accommodate a 2 storey medical clinic and surface parking,Approved,2005/11/07,2007/01/15,FORM 3 DESIGNS,,,4306 RICHMOND RD SW,4306 RICHMOND RD SW,1,51.020297604878614,-114.14856739140632,MULTIPOINT ((-114.148567391406 51.020297604879))
LU / OP / Closure (LOC),LOC2007-0026,Land Use Amendment and Outline Plan and Road Closure,Approved,2007/03/01,2007/07/24,BROWN & ASSOCIATES PLANNING GROUP,,,2020 146 AV SW,14699 JAMES MCKEVITT RD SW;2020 146 AV SW,2,50.921339795536255,-114.10604231191967,"MULTIPOINT ((-114.10604231192 50.921339795536), (-114.107796851016 50.921501832661))"
LU / OP / Closure (LOC),LOC2006-0005,Land Use Amendment - to accommodate increase capacity to existing out of school care facility from 18 - 20,Approved,2006/01/26,2006/06/22,,,,6036 DALFORD RD NW,6036 DALFORD RD NW,1,51.10872796337109,-114.154195446918,MULTIPOINT ((-114.154195446918 51.108727963371))
LU / OP / Closure (LOC),LOC2006-0025,Land Use Amendment - to accommodate access to parkade from lane,Approved,2006/03/20,2008/12/22,B K D I Architects,,,817 15 AV SW,817 15 AV SW,1,51.03893822373497,-114.08018064588839,MULTIPOINT ((-114.080180645888 51.038938223735))
LU / OP / Closure (LOC),LOC2006-0034,"Land Use Amendment - to accommodate the additional use of commercial vehicular repair, service, sales/rental and outside storage.",Approved,2006/04/06,2007/01/02,RICK BALBI ARCHITECT LTD,,,8616 44 ST SE,8616 44 ST SE,1,50.97619171963377,-113.96980941953156,MULTIPOINT ((-113.969809419532 50.976191719634))
LU / OP / Closure (LOC),LOC2006-0035,Land Use Amendment and Road Closure - to accommodate limited industrial uses,Approved,2006/04/07,2007/01/02,BROWN & ASSOCIATES PLANNING GROUP,,,7007 84 ST SE,7007 84 ST SE,1,50.98839799242222,-113.91224590749725,MULTIPOINT ((-113.912245907497 50.988397992422))
LU / OP / Closure (LOC),LOC2006-0040,Land Use Amendment - to accommodate ...,Cancelled,2006/04/26,2006/04/28,,,,309 2 AV SW,309 2 AV SW,1,51.05127101956677,-114.0682839423837,MULTIPOINT ((-114.068283942384 51.051271019567))
LU / OP / Closure (LOC),LOC2006-0043,Land Use Amendment - to accommodate I-4,Approved,2006/05/03,2006/09/19,,,,19570 6 ST SE,19570 6 ST SE,1,50.87554914945651,-114.04754310519006,MULTIPOINT ((-114.04754310519 50.875549149457))
LU / OP / Closure (LOC),LOC2006-0044,Land Use Amendment - to accommodate mixed use office and residential development,Cancelled,2006/05/10,2014/07/29,SIMPSON ROBERTS ARCHITECTURE INTERIOR DESIGN,,,1827 14 ST SW,1827 14 ST SW,1,51.03682842329058,-114.09488071074338,MULTIPOINT ((-114.094880710743 51.036828423291))
LU / OP / Closure (LOC),LOC2006-0092,Land Use Amendment to accommodate semi-detached development.,Cancelled,2006/08/28,2016/04/21,John Barlot Architect Ltd,,,7327 26 AV SW,7327 26 AV SW,1,51.03042402957847,-114.19282211997611,MULTIPOINT ((-114.192822119976 51.030424029578))
LU / OP / Closure (LOC),LOC2006-0064,Land Use Amendment - to accommodate ...,Approved,2006/06/26,2007/09/05,MANU CHUGH ARCHITECT,,,334 14 AV SW,334 14 AV SW,1,51.03984154344875,-114.07024309369358,MULTIPOINT ((-114.070243093694 51.039841543449))
LU / OP / Closure (LOC),LOC2001-0009-MF,Converted Job - Land Use Amendment,Approved,2001/01/26,2001/10/01,,,,10709 112 AV NW,50 ROCKY RIDGE CR NW;41 ROCKY RIDGE CR NW;24 ROCKY RIDGE PL NW;11011 ROCKY RIDGE RD NW;10709 112 AV NW;10855 ROCKY RIDGE RD NW,6,51.15079845825496,-114.24108929452122,"MULTIPOINT ((-114.241089294521 51.150798458255), (-114.240877829907 51.150088312045), (-114.239395415022 51.148476501699), (-114.234535632653 51.153191675392), (-114.242203841096 51.154019775526), (-114.234392858925 51.149297017407))"
LU / OP / Closure (LOC),LOC2006-0074,Land Use Amendment - to accommodate mixed use,Cancelled,2006/07/14,2009/08/28,TROYBUILT HOMES,,,320 14 AV NE,320 14 AV NE,1,51.06521734967132,-114.05646778711329,MULTIPOINT ((-114.056467787113 51.065217349671))
LU / OP / Closure (LOC),LOC2006-0082,Land Use Amendment - to accommodate .I-2,Approved,2006/08/03,2007/02/06,COLLINS DEVELOPMENT CONSULTANTS,,,7880 114 AV SE,7880 114 AV SE,1,50.950638698664946,-113.924099207967,MULTIPOINT ((-113.924099207967 50.950638698665))
LU / OP / Closure (LOC),LOC2006-0134,Land Use Amendment - from UR to DC  to accommodate highway commercial development,Approved,2006/11/16,2007/07/24,BROWN & ASSOCIATES PLANNING GROUP,,,11606 53 ST NW,11606 53 ST NW,1,51.15880696880856,-114.16372271268163,MULTIPOINT ((-114.163722712682 51.158806968809))
LU / OP / Closure (LOC),LOC2006-0123,Land Use Amendment - to accommodate I-4,Approved,2006/10/27,2007/07/24,CANEX ENERGY,,,6320 68 ST SE,6320 68 ST SE,1,50.99771979156137,-113.934988904782,MULTIPOINT ((-113.934988904782 50.997719791561))
LU / OP / Closure (LOC),LOC2006-0129,Land Use Amendment - to accommodate a pastry shop,Approved,2006/11/09,2008/01/28,,,,329 23 AV SW,329 23 AV SW,1,51.03234315509612,-114.07063709382687,MULTIPOINT ((-114.070637093827 51.032343155096))
LU / OP / Closure (LOC),LOC2005-0051,Land Use Amendment - To Accommodate Residential Semi-Detached & Townhouse Units,Approved,2005/06/08,2005/11/10,BROWN & ASSOCIATES PLANNING GROUP,,,13010 14 ST NW,12407 14 ST NW;13010 14 ST NW;12420 14 ST NW;12414 14 ST NW,4,51.16519025430361,-114.0947858869958,"MULTIPOINT ((-114.094785886996 51.165190254304), (-114.093963026826 51.169948886875), (-114.094400518974 51.165056711512), (-114.094699547299 51.162141059279))"
LU / OP / Closure (LOC),LOC2007-0052,Land Use Amendment and Road Closure,Approved,2007/05/14,2009/11/09,DIALOG,,,700 8 ST SW,827 7 AV SW;831R 7 AV SW;835 7 AV SW;831 7 AV SW;700 8 ST SW,5,51.046840788034224,-114.07978580257311,"MULTIPOINT ((-114.079785802573 51.046840788034), (-114.080091551462 51.046502520056), (-114.080637451906 51.046862192459), (-114.080396944278 51.046867347441), (-114.081006554376 51.04677579762))"
LU / OP / Closure (LOC),LOC2007-0056,Land Use Amendment - to accommodate district heating and cooling facility / the district energy plant,Approved,2007/05/18,2007/10/22,GIBBS GAGE ARCHITECTS,,,407 9 AV SE,407 9 AV SE,1,51.04422254395599,-114.054559021253,MULTIPOINT ((-114.054559021253 51.044222543956))
LU / OP / Closure (LOC),LOC2013-0010,Land Use Amendment and Road Closure,Approved,2013/02/20,2014/04/22,BROWN & ASSOCIATES PLANNING GROUP,S-FUD;I-G;Undesignated Road Ri,I-C;I-C;I-C,2404 51 AV SE,2408 51 AV SE;2416 51 AV SE;2409 50 AV SE;2420 51 AV SE;2412 51 AV SE;2404 51 AV SE,6,51.00791602518851,-114.00366199360082,"MULTIPOINT ((-114.003661993601 51.007916025189), (-114.003228072825 51.007915651421), (-114.003242845809 51.008477440942), (-114.002902789019 51.007915821771), (-114.003445033212 51.007915843001), (-114.003878968241 51.007916215962))"
LU / OP / Closure (LOC),LOC2014-0172,Land Use Amendment,Approved,2014/11/05,2015/10/14,,M-CG d72,M-CG,801 4 AV NW,801 4 AV NW;419 7 ST NW;413 7 ST NW,3,51.05822247275787,-114.08165538885318,"MULTIPOINT ((-114.081655388853 51.058222472758), (-114.081595899022 51.058265476143), (-114.081414109663 51.058130253764))"
LU / OP / Closure (LOC),LOC2014-0027,Land Use Amendment,Cancelled,2014/02/20,2014/06/11,,R-C1,R-C1s,97 ARBOUR STONE RI NW,97 ARBOUR STONE RI NW,1,51.136524136644816,-114.21453320110821,MULTIPOINT ((-114.214533201108 51.136524136645))
LU / OP / Closure (LOC),LOC2016-0266,Land Use Amendment - Secondary Suites,Approved,2016/10/20,2017/06/13,,R-C1,R-C1s,248 DOVELY PL SE,248 DOVELY PL SE,1,51.01942229681648,-113.99823375546909,MULTIPOINT ((-113.998233755469 51.019422296816))
LU / OP / Closure (LOC),LOC2007-0020,Land Use Amendment - to accommodate surface storage and rv's.,Cancelled,2007/02/22,2008/09/09,MCP CONSULTANTS INC..,,,7204 40 ST NE,7204 40 ST NE,1,51.11738091376727,-113.97610073396613,MULTIPOINT ((-113.976100733966 51.117380913767))
LU / OP / Closure (LOC),LOC2007-0023,Land Use Amendment - to accommodate .RM-2,Cancelled,2007/02/26,2009/10/14,FORM 3 DESIGNS,,,1814 42 ST SE,1814 42 ST SE,1,51.037209850416794,-113.97268622306699,MULTIPOINT ((-113.972686223067 51.037209850417))
LU / OP / Closure (LOC),LOC2007-0027,Land Use Amendment - to accommodate residential lots and sports field.,Approved,2007/03/07,2007/07/24,STANTEC CONSULTING LTD,,,9010 68 ST NE,9010 68 ST NE,1,51.13437539672932,-113.93086689560482,MULTIPOINT ((-113.930866895605 51.134375396729))
LU / OP / Closure (LOC),LOC2007-0060,Land Use Amendment - to accommodate an Outdoor Cafe for an existing restaurant,Approved,2007/05/24,2008/04/17,SAN REMO RISORANTE AT GARRISON,,,3550 GARRISON GA SW,3550 GARRISON GA SW,1,51.02260943636823,-114.11413345308017,MULTIPOINT ((-114.11413345308 51.022609436368))
LU / OP / Closure (LOC),LOC2007-0041,Land Use Amendment,Approved,2007/04/04,2012/02/01,CLEM LAU ARCHITECTS & DESIGNERS,,,6520 RUNDLEHORN DR NE,6520 RUNDLEHORN DR NE,1,51.07499596668048,-113.94076226343928,MULTIPOINT ((-113.940762263439 51.07499596668))
LU / OP / Closure (LOC),LOC2007-0049,Land Use Amendment - to accommodate 55 unit apartment condominium complex,Approved,2007/04/10,2008/07/17,TARJAN GROUP ARCHITECTS & INTERIOR DESIGNERS,,,3950 46 AV NW,3950 46 AV NW,1,51.09356627261932,-114.14404810729332,MULTIPOINT ((-114.144048107293 51.093566272619))
LU / OP / Closure (LOC),LOC2008-0079,Land Use Amendment - to accommodate secondary suite,Approved,2008/08/20,2009/07/31,,,,3024 CEDAR RIDGE DR SW,3024 CEDAR RIDGE DR SW,1,50.95961506505268,-114.13116130049364,MULTIPOINT ((-114.131161300494 50.959615065053))
LU / OP / Closure (LOC),LOC2007-0075,Land Use Amendment - to accommodate intermodal facility & industrial,Miscellaneous,2007/06/28,,CITYTREND,,,5520 68 ST SE,5520 68 ST SE,1,51.00513530620688,-113.91738331372656,MULTIPOINT ((-113.917383313727 51.005135306207))
LU / OP / Closure (LOC),LOC2005-0025,Land Use Amendment - to accommodate Motor Vehicle Storage & Sales,Approved,2005/03/29,2006/03/01,,,,7020 36 ST NE,7015 40 ST NE;7020 36 ST NE,2,51.115596764955654,-113.97638363235032,"MULTIPOINT ((-113.97638363235 51.115596764956), (-113.981456234589 51.115210271503))"
LU / OP / Closure (LOC),LOC2007-0084,Land Use Amendment - to accommodate development compatible to new developments within the neighboring industrial developments,Cancelled,2007/07/05,2009/10/14,FORM 3 DESIGN 2004,,,7015 40 ST NE,7015 40 ST NE,1,51.115596764955654,-113.97638363235032,MULTIPOINT ((-113.97638363235 51.115596764956))
LU / OP / Closure (LOC),LOC2007-0103,"Land Use Amendment - to accommodate a special care facility (revised)Council Decisions - 29Z2008 was approved as amended on May 12/08, effective on May 27/08.  22D2008 was abandonded on May 12/08.  68D2008 was adopted on July 28/08, effective Aug 13/08.",Approved,2007/09/20,2008/08/18,DAVID WATKIN ARCHITECT,,,10715 ROCKY RIDGE BV NW,10715 ROCKY RIDGE BV NW,1,51.144147100259616,-114.24254815304873,MULTIPOINT ((-114.242548153049 51.14414710026))
LU / OP / Closure (LOC),LOC2007-0054,Land Use Amendment - to accommodate additional residential units,Approved,2007/05/15,2008/03/13,MANU CHUGH ARCHITECT,,,1901 24 ST SW,1901 24 ST SW;1905 24 ST SW;1909 24 ST SW;2505 17 AV SW,4,51.03765519682185,-114.11809191620918,"MULTIPOINT ((-114.118091916209 51.037655196822), (-114.118084381761 51.037518209664), (-114.118082322561 51.03738121697), (-114.118118657775 51.03769718788))"
LU / OP / Closure (LOC),LOC2007-0108,Land Use Amendment - to accommodate the removal of auto related uses,Approved,2007/10/02,2008/07/08,CITYTREND,,,6620 36 ST NE,6620 36 ST NE,1,51.11215225436765,-113.98146945482708,MULTIPOINT ((-113.981469454827 51.112152254368))
LU / OP / Closure (LOC),LOC2007-0112,Land Use Amendment - to accommodate the expansion of the existing Emergency Operations Centre,Approved,2007/10/09,2008/03/13,BROWN & ASSOCIATES PLANNING GROUP,,,617 1 ST NE,617 1 ST NE,1,51.057559706299834,-114.06027267540915,MULTIPOINT ((-114.060272675409 51.0575597063))
LU / OP / Closure (LOC),LOC2010-0064,Land Use Amendment - to accommodate an existing 12 unit apartment,Approved,2010/07/14,2012/04/26,INTERPLAN STRATEGIES,M-C1,DC/M-C1,1728 38 ST SE,1728 38 ST SE,1,51.038400127324635,-113.97849110445502,MULTIPOINT ((-113.978491104455 51.038400127325))
LU / OP / Closure (LOC),LOC2007-0077,Land Use Amendment - to accommodate mixed use high density development,Cancelled,2007/06/28,2009/10/15,GEC ARCHITECTURE,,,936 16 AV SW,918 16 AV SW;928 16 AV SW;920 16 AV SW;916 16 AV SW;936 16 AV SW,5,51.03829390512467,-114.08285669585065,"MULTIPOINT ((-114.082856695851 51.038293905125), (-114.083403610019 51.038307000731), (-114.083072337232 51.038298246921), (-114.082742761347 51.03828949097), (-114.083829291804 51.038320180797))"
LU / OP / Closure (LOC),LOC2005-0060,Land Use Amendment - to accommodate Landscape Supply Yard,Cancelled,2005/06/20,2005/08/23,,,,7555 114 AV SE,7555 114 AV SE;7333 114 AV SE,2,50.9504136989257,-113.92529679180244,"MULTIPOINT ((-113.925296791802 50.950413698926), (-113.927277626533 50.950411748679))"
LU / OP / Closure (LOC),LOC2007-0104,Land Use Amendment - to accommodate medium to high density commercial and residential,Approved,2007/09/24,2009/07/31,IBI GROUP,,,8900 MACLEOD TR SE,8900 MACLEOD TR SE,1,50.97398865353642,-114.07111243962406,MULTIPOINT ((-114.071112439624 50.973988653536))
LU / OP / Closure (LOC),LOC2007-0125,Land Use Amendment and Road Closure,Cancelled,2007/11/19,2008/10/07,DALLAS DEVELOPMENT CORPORATION INC.,,,8610 HORTON RD SW,8610 HORTON RD SW,1,50.97659198184647,-114.07392832462891,MULTIPOINT ((-114.073928324629 50.976591981846))
LU / OP / Closure (LOC),LOC2007-0152,Land Use Amendment - to accommodate mixed use development,Miscellaneous,2007/12/31,,ASSESSMENT ADVISORY GROUP,,,5555 STRATHCONA HL SW,5555 STRATHCONA HL SW,1,51.05190281870385,-114.16805243111227,MULTIPOINT ((-114.168052431112 51.051902818704))
LU / OP / Closure (LOC),LOC2007-0127,Land Use Amendment - to accommodate two 4 storey multi-family apartment buildings,Cancelled,2007/11/23,2009/03/26,NORR ARCHITECT PLANNERS,,,288 ST MORITZ DR SW,288 ST MORITZ DR SW,1,51.033755764927676,-114.21294380972745,MULTIPOINT ((-114.212943809727 51.033755764928))
LU / OP / Closure (LOC),LOC2007-0145,Land Use Amendment - to accommodate additional discretionary use of offices,Approved,2007/12/21,2008/12/18,BROWNLEE LLP BARRISTERS & SOLICITORS,,,615 15 AV SW,615 15 AV SW,1,51.03880327804635,-114.0753167045339,MULTIPOINT ((-114.075316704534 51.038803278046))
LU / OP / Closure (LOC),LOC2007-0151,Land Use Amendment - to accommodate development of additional dwelling units within existing building,Approved,2007/12/31,2009/02/23,,,,1804 8 AV NE,1804 8 AV NE,1,51.059924109158025,-114.01859163300824,MULTIPOINT ((-114.018591633008 51.059924109158))
LU / OP / Closure (LOC),LOC2008-0014,Land Use Amendment - to accommodate office space in an existing building,Cancelled,2008/02/19,2009/11/02,,,,3310 CENTRE ST NE,3310 CENTRE ST NE,1,51.08187492225383,-114.06227082456184,MULTIPOINT ((-114.062270824562 51.081874922254))
LU / OP / Closure (LOC),LOC2014-0089,Land Use Amendment,Approved,2014/05/29,2014/12/11,O2 PLANNING AND DESIGN,S-SPR,C-C2,3020 16 AV NW,3020 16 AV NW,1,51.06872508663658,-114.13022802681404,MULTIPOINT ((-114.130228026814 51.068725086637))
LU / OP / Closure (LOC),LOC2008-0022,Land Use Amendment - to accommodate a mixed use development,Approved,2008/04/01,2009/01/20,STURGESS ARCHITECTURE,,,1107 10 AV SE,1107 10 AV SE,1,51.04141836591644,-114.03801165624375,MULTIPOINT ((-114.038011656244 51.041418365916))
LU / OP / Closure (LOC),LOC2008-0034,Land Use Amendment - to accommodate daycare,Cancelled,2008/05/06,2008/09/10,,,,432 MIDPARK BV SE,432 MIDPARK BV SE,1,50.908374778290785,-114.05721648199592,MULTIPOINT ((-114.057216481996 50.908374778291))
LU / OP / Closure (LOC),LOC2008-0064,Land Use Amendment - to accommodate I-G,Approved,2008/07/29,2011/01/12,BROWN & ASSOCIATES PLANNING GROUP,,,3020 52 ST SE,3020 52 ST SE,1,51.02635737391765,-113.95813339837368,MULTIPOINT ((-113.958133398374 51.026357373918))
LU / OP / Closure (LOC),LOC2008-0066,Land Use Amendment and Outline Plan,Approved,2008/07/30,2009/03/12,BROWN & ASSOCIATES PLANNING GROUP,,,20950 MACLEOD TR SE,20950 MACLEOD TR SE,1,50.86530073672281,-114.03568475873453,MULTIPOINT ((-114.035684758735 50.865300736723))
LU / OP / Closure (LOC),LOC2008-0077,Land Use Amendment - to accommodate 6 new lots,Approved,2008/08/19,2009/01/20,BROWN & ASSOCIATES PLANNING GROUP,,,13048 14 ST NW,13048 14 ST NW,1,51.17148199613906,-114.09440224006526,MULTIPOINT ((-114.094402240065 51.171481996139))
LU / OP / Closure (LOC),LOC2007-0102,Land Use Amendment and Outline Plan - MD of Rockyview 2006-RV-012 MD of Rockyview 2006-RV-647,Miscellaneous,2007/09/20,,,,,10600 114 AV SE,10600 114 AV SE;11000 114 AV SE,2,50.950680367063356,-113.8816469378404,"MULTIPOINT ((-113.88164693784 50.950680367063), (-113.872473111212 50.950680545613))"
LU / OP / Closure (LOC),LOC2008-0086,Land Use Amendment and Outline Plan,Approved,2008/08/27,2009/06/05,STANTEC CONSULTING LTD,,,5555 144 AV NW,4949 144 AV NW;5555 144 AV NW;13012 53 ST NW;4141 144 AV NW,4,51.18305016077785,-114.1585359195882,"MULTIPOINT ((-114.158535919588 51.183050160778), (-114.167307951829 51.183035599829), (-114.164260206297 51.172300443947), (-114.141357952667 51.177197706645))"
